# Indice      RAJ2000    Dec        Jmag     Hmag     Kmag     umag     gmag     rmag     imag     zmag    
  object2387  15.61876   30.95175   14.462   14.179   14.194   17.052   15.764   15.381   15.186   15.209  
  object2388  15.46463   30.93401   14.076   13.801   13.734   16.708   15.561   15.299   15.181   15.128  
  object2389  14.94151   30.89307   12.806   12.121   11.972   18.27    15.935   14.806   14.296   13.981  
  object2390  18.75709   28.26656   14.891   14.795   14.557   16.952   15.7     15.618   15.603   15.605  
  object2391  15.94814   28.27665   13.098   12.743   12.68    16.101   14.777   14.259   14.063   14.002  
  object2392  17.99936   28.32428   15.682   15.365   15.186   17.844   16.717   16.431   16.374   16.325  
  object2393  16.95913   28.44103   14.615   14.129   14.115   18.484   16.761   16.065   15.76    15.578  
  object2394  17.47355   28.55048   13.107   12.651   12.489   17.265   15.43    14.774   14.461   14.305  
  object2395  18.09196   28.75852   14.849   14.474   14.391   18.098   16.649   16.08    15.858   15.744  
  object2396  18.92899   28.83336   16.196   15.751   15.373   19.838   18.395   17.747   17.434   17.251  
  object2397  17.60916   28.89989   15.027   14.974   14.837   17.039   15.902   15.781   15.764   15.783  
  object2398  16.85763   28.92292   15.304   15.024   14.753   17.83    16.545   16.096   15.957   15.891  
  object2399  17.31878   28.95136   14.738   14.193   14.098   18.17    16.619   15.966   15.702   15.536  
  object2400  17.30074   29.18693   12.807   12.268   12.12    16.862   15.306   14.588   14.334   14.137  
  object2401  15.97531   30.05684   12.396   12.198   12.127   15.549   13.228   12.929   13.051   14.052  
  object2402  17.89456   30.24411   16.202   15.482   16.603   19.373   17.882   17.298   17.079   16.942  
  object2403  15.93888   30.3565    12.805   12.404   12.34    16.069   14.842   14.203   14.104   13.824  
  object2404  16.38679   30.4371    14.944   14.599   14.55    19.416   17.634   16.797   16.431   16.188  
  object2405  18.17827   30.46436   15.102   14.728   14.693   18.243   17.086   16.439   16.229   16.159  
  object2406  18.4808    30.50923   15.013   14.678   14.563   18.215   16.863   16.315   16.131   16.04   
  object2407  17.28189   30.57652   16.317   15.731   15.227   20.287   18.726   17.981   17.681   17.503  
  object2408  16.00172   30.58262   14.989   14.39    14.354   19.632   17.436   16.525   16.188   16.016  
  object2409  16.06813   30.59159   15.262   14.531   14.455   19.859   17.797   16.967   16.542   16.264  
  object2410  15.96369   30.67033   16.215   16.16    15.782   19.002   17.816   17.387   17.211   17.137  
  object2411  16.44891   30.82105   14.192   13.778   13.722   16.816   15.546   15.053   14.864   14.778  
  object2412  16.06636   30.98828   13.256   12.825   12.68    17.102   15.314   14.621   14.378   14.216  
  object2413  20.93392   28.48868   11.021   10.723   10.603   15.13    15.655   12.638   12.43    13.138  
  object2414  20.89449   28.51504   15.873   15.532   15.159   18.211   17.02    16.569   16.407   16.344  
  object2415  19.43664   28.52167   14.64    14.317   14.109   17.867   16.478   15.97    15.777   15.682  
  object2416  19.68936   28.52991   12.964   12.584   12.499   15.932   14.583   14.059   13.871   13.793  
  object2417  22.24153   28.58445   15.686   15.57    15.083   18.273   17.105   16.708   16.566   16.514  
  object2418  20.2171    28.8238    12.382   12.035   11.975   999       999       999       999       999      
  object2419  19.57381   28.92435   16.154   15.634   15.278   21.028   19.104   18.102   17.662   17.346  
  object2420  21.44009   29.0343    15.617   14.924   14.937   20.464   18.279   17.263   16.76    16.426  
  object2421  20.79081   29.05459   12.164   11.674   11.52    16.578   14.788   13.952   13.701   13.393  
  object2422  20.44362   29.69046   999       999       999       999       999       999       999       999      
  object2423  22.08374   29.68707   14.544   14.051   13.818   18.528   16.498   15.655   15.338   15.131  
  object2424  19.30675   29.76444   14.844   14.348   14.366   17.428   15.933   15.347   15.137   15.049  
  object2425  20.29489   29.88519   14.912   14.616   14.486   18.26    16.854   16.351   16.165   16.077  
  object2426  20.61467   29.9497    14.324   13.827   13.708   19.501   17.395   16.35    16.002   15.84   
  object2427  20.47326   30.00636   16.008   15.089   15.088   20.652   18.437   17.484   17.122   16.925  
  object2428  19.83448   30.53694   999       999       999       999       999       999       999       999      
  object2429  19.48736   30.84754   999       999       999       999       999       999       999       999      
  object2430  21.72938   30.87212   12.317   11.989   11.915   15.161   14.412   13.315   13.128   13.165  
  object2431  21.59412   30.96705   12.584   12.31    12.183   15.446   14.131   13.701   13.517   13.485  
  object2432  21.58613   30.94602   15.719   15.186   15.072   19.833   18.071   17.462   17.159   16.971  
  object2433  20.83841   30.91938   15.748   15.437   15.35    17.791   16.685   16.423   16.33    16.296  
  object2434  22.65808   28.35649   14.002   13.517   13.483   17.724   16.224   15.518   15.229   15.08   
  object2435  23.46092   28.45101   999       999       999       999       999       999       999       999      
  object2436  24.86914   28.65946   999       999       999       999       999       999       999       999      
  object2437  23.92145   28.70434   14.352   14.019   13.706   18.547   16.631   15.84    15.543   15.365  
  object2438  23.40388   28.93224   999       999       999       999       999       999       999       999      
  object2439  22.54209   29.23725   12.211   11.676   11.532   16.481   14.685   13.862   13.894   13.299  
  object2440  22.78085   29.26174   999       999       999       999       999       999       999       999      
  object2441  23.04748   29.44851   11.588   11.11    10.989   15.854   15.097   13.44    14.533   13.375  
  object2442  25.06168   29.499     999       999       999       999       999       999       999       999      
  object2443  23.229     29.61231   999       999       999       999       999       999       999       999      
  object2444  22.92214   29.69792   12.12    11.82    11.763   14.912   15.132   14.347   13.145   13.131  
  object2445  23.04729   30.36978   999       999       999       999       999       999       999       999      
  object2446  22.92982   30.39114   12.418   11.871   11.749   17.107   15.004   14.133   13.794   13.591  
  object2447  22.82079   30.45265   12.991   12.612   12.506   16.426   14.763   14.135   13.926   13.835  
  object2448  27.29563   28.4178    14.56    14.263   14.214   17.351   16.041   15.588   15.434   15.387  
  object2449  27.98868   28.43868   12.383   12.117   12.049   15.034   13.477   13.113   13.16    13.536  
  object2450  28.22463   28.52846   15.682   15.321   15.116   18.482   17.244   16.812   16.638   16.524  
  object2451  27.79256   28.6275    999       999       999       999       999       999       999       999      
  object2452  27.51842   29.19071   13.376   12.992   12.926   16.185   14.784   14.269   14.076   13.994  
  object2453  28.64513   29.22758   999       999       999       999       999       999       999       999      
  object2454  27.523     29.25225   14.716   14.403   14.223   16.924   15.812   15.479   15.36    15.346  
  object2455  25.64414   29.33171   15.029   14.423   14.379   19.272   17.24    16.413   16.084   15.875  
  object2456  27.44006   30.08721   999       999       999       999       999       999       999       999      
  object2457  28.11258   30.27497   999       999       999       999       999       999       999       999      
  object2458  26.87311   30.4       999       999       999       999       999       999       999       999      
  object2459  27.97633   30.66643   15.149   14.782   14.55    17.635   16.45    16.034   15.887   15.824  
  object2460  28.89422   28.30827   12.991   12.587   12.524   16.408   15.113   14.408   14.212   14.001  
  object2461  31.04021   28.39311   13.967   13.401   13.277   18.437   16.582   15.697   15.306   15.054  
  object2462  29.86202   28.48318   13.571   13.217   13.198   16.097   14.964   14.627   14.451   14.323  
  object2463  29.94731   28.61985   999       999       999       999       999       999       999       999      
  object2464  29.37143   28.65901   14.413   14.11    14.16    16.57    15.497   15.244   15.169   15.177  
  object2465  29.04143   28.6719    13.644   13.504   13.435   15.505   14.224   14.223   14.261   14.306  
  object2466  30.10813   28.77801   13.15    12.759   12.745   16.184   14.933   14.516   14.337   14.257  
  object2467  30.69886   28.9622    14.161   13.851   13.758   17.037   15.688   15.228   15.046   14.972  
  object2468  31.33406   28.98369   13.668   13.395   13.321   16.187   15.029   14.622   14.487   14.447  
  object2469  28.64537   29.22773   13.194   12.601   12.479   17.927   15.815   14.874   14.478   14.259  
  object2470  28.77855   29.34051   13.873   13.455   13.316   17.437   15.798   15.207   14.984   14.846  
  object2471  30.76813   29.57212   14.08    13.604   13.546   17.826   16.215   15.529   15.281   15.132  
  object2472  30.63669   29.70663   15.14    14.467   14.365   22.093   19.711   18.221   17.105   16.477  
  object2473  28.73184   30.11      11.47    10.851   10.608   999       999       999       999       999      
  object2474  31.15649   30.41732   14.399   13.775   13.627   19.375   17.12    16.145   15.736   15.498  
  object2475  30.16211   30.53293   999       999       999       999       999       999       999       999      
  object2476  29.21602   30.5856    999       999       999       999       999       999       999       999      
  object2477  30.04993   30.69261   15.267   14.832   14.943   18.038   16.82    16.33    16.167   16.147  
  object2478  30.03333   30.70126   14.094   13.468   13.35    20.282   17.933   16.731   16.076   15.676  
  object2479  31.26177   30.8873    15.842   15.396   15.345   19.809   18.288   17.588   17.348   17.229  
  object2480  30.73602   31.0048    15.386   15.18    14.817   19.219   17.658   17.086   16.848   16.7    
  object2481  34.02735   28.31549   14.5     13.894   13.771   18.447   16.737   15.966   15.61    15.408  
  object2482  33.21657   28.48975   14.493   14.314   14.309   16.67    15.547   15.286   15.178   15.179  
  object2483  32.91274   28.53711   14.794   14.599   14.515   16.984   15.831   15.561   15.493   15.462  
  object2484  34.2909    28.72107   15.643   15.238   15.119   18.384   17.106   16.584   16.364   16.263  
